intensity,model,n,seeds,Recall@10_mean,Recall@10_std,Hit@10_mean,Hit@10_std,NDCG@10_mean,NDCG@10_std,MRR@10_mean,MRR@10_std,Recall@20_mean,Recall@20_std,Hit@20_mean,Hit@20_std,NDCG@20_mean,NDCG@20_std,MRR@20_mean,MRR@20_std
2,SASRec,21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.01235131933855384,0.0009316780734047242,0.0035650623885918,0.0007639419404125286
2,KBRD-style,21,2,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.07142857142857142,0.10194743933839823,0.05762950800156999,0.08157596371882085,0.05379818594104308,0.3333333333333333,0.047619047619047616,0.3333333333333333,0.047619047619047616,0.14193622388215416,0.05209028250899976,0.09141975503651753,0.052537827996695756
2,AIPA w/o relationship,21,2,0.21428571428571427,0.11904761904761904,0.21428571428571427,0.11904761904761904,0.10549025386504256,0.03944964399673105,0.07406462585034013,0.01692176870748299,0.30952380952380953,0.07142857142857142,0.30952380952380953,0.07142857142857142,0.1295407860173215,0.02868210925641068,0.0806531198337921,0.014662279053035354
2,AIPA w/o counterfactual,21,2,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.11309896002010678,0.048517665395915247,0.07714474678760394,0.021589191232048378,0.30952380952380953,0.07142857142857142,0.30952380952380953,0.07142857142857142,0.1305624686336894,0.031054156782332615,0.08162175126460841,0.017112186755043904
2,AIPA w/o clarification,21,2,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.14285714285714285,0.09369779592665929,0.046078748307611675,0.06461640211640211,0.016997354497354497,0.3571428571428571,0.07142857142857142,0.3571428571428571,0.07142857142857142,0.1376555102283485,0.027858001094238645,0.07762274101559816,0.01192752353466639
2,AIPA w/o persistence,21,2,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.10616650659350477,0.043525321984660546,0.06755479969765685,0.013983371126228276,0.38095238095238093,0.09523809523809523,0.38095238095238093,0.09523809523809523,0.1424564187783065,0.030945333758157542,0.07761801690373119,0.010269360269360268
2,AIPA (rule policy),21,2,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.0918537527696737,0.005403044351305661,0.06272675736961451,0.006717687074829934,0.2857142857142857,0.0,0.2857142857142857,0.0,0.11664148790735658,0.00651620724221913,0.06988378684807256,0.009906462585034012
2,AIPA (full),21,2,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.10616650659350477,0.043525321984660546,0.06755479969765685,0.013983371126228276,0.38095238095238093,0.09523809523809523,0.38095238095238093,0.09523809523809523,0.1424564187783065,0.030945333758157542,0.07761801690373119,0.010269360269360268
3,LTP-only,30,2,0.05,0.016666666666666666,0.05,0.016666666666666666,0.018883237368227723,0.004527352099114623,0.009583333333333333,0.0012500000000000002,0.05,0.016666666666666666,0.05,0.016666666666666666,0.018883237368227723,0.004527352099114623,0.009583333333333333,0.0012500000000000002
3,STI-only,30,2,0.2,0.03333333333333334,0.2,0.03333333333333334,0.09285144090301367,0.020646907078064762,0.06069444444444445,0.017083333333333332,0.35,0.016666666666666663,0.35,0.016666666666666663,0.13106947039068853,0.016099622603580388,0.07133110625757684,0.015670563097033685
3,Naive fusion,30,2,0.23333333333333334,0.0,0.23333333333333334,0.0,0.11707247058982867,0.0023828921722432866,0.08235449735449735,0.0033862433862433886,0.4,0.06666666666666668,0.4,0.06666666666666668,0.15810993681482197,0.013012483073240821,0.09307396307396307,7.215007215007063e-05
3,Adaptive fusion,30,2,0.25,0.016666666666666663,0.25,0.016666666666666663,0.1270787086782716,0.014554506249141577,0.09142857142857143,0.022460317460317472,0.35,0.016666666666666663,0.35,0.016666666666666663,0.1535359987429621,0.023380364792127767,0.09931727994227993,0.02509650072150072
3,Sequential (GRU),30,2,0.05,0.016666666666666666,0.05,0.016666666666666666,0.024785615677991327,0.0037546238922760763,0.016666666666666666,0.0,0.05,0.016666666666666666,0.05,0.016666666666666666,0.024785615677991327,0.0037546238922760763,0.016666666666666666,0.0
3,Conversation-aware,30,2,0.06666666666666667,0.03333333333333334,0.06666666666666667,0.03333333333333334,0.021469448939057684,0.010953953046200058,0.008796296296296297,0.00462962962962963,0.13333333333333333,0.0,0.13333333333333333,0.0,0.03796608626530601,0.0032123002211915143,0.013126408908142654,0.002863619581885836
3,SASRec,30,2,0.08333333333333334,0.01666666666666667,0.08333333333333334,0.01666666666666667,0.031065324974514627,0.010996658596915879,0.016203703703703703,0.008796296296296297,0.11666666666666667,0.016666666666666663,0.11666666666666667,0.016666666666666663,0.038918502969979465,0.010856087706776337,0.018061288843022587,0.00869309712188969
3,KBRD-style,30,2,0.18333333333333335,0.016666666666666677,0.18333333333333335,0.016666666666666677,0.07667575922822883,0.010326271882771139,0.045,0.00824074074074074,0.31666666666666665,0.016666666666666663,0.31666666666666665,0.016666666666666663,0.10945445828639958,0.010680132563068101,0.0535065679647723,0.008537896285574303
3,AIPA w/o relationship,30,2,0.25,0.04999999999999999,0.25,0.04999999999999999,0.11002886790512231,0.01003173109650917,0.06839285714285714,0.00196428571428571,0.43333333333333335,0.0,0.43333333333333335,0.0,0.1564226992679819,0.0017289813781310587,0.08111312126985501,0.004693462497255059
3,AIPA w/o counterfactual,30,2,0.25,0.04999999999999999,0.25,0.04999999999999999,0.11063911592185242,0.009339159353923918,0.0690674603174603,0.0027314814814814806,0.43333333333333335,0.0,0.43333333333333335,0.0,0.15724377286866525,0.002210727536763074,0.08195866461539836,0.005289718093510663
3,AIPA w/o clarification,30,2,0.18333333333333335,0.016666666666666677,0.18333333333333335,0.016666666666666677,0.08062294024393565,0.011238298353446967,0.04978174603174604,0.010575396825396825,0.35,0.016666666666666663,0.35,0.016666666666666663,0.12267284754043992,0.011574287010887703,0.06124850367497425,0.010848565922095332
3,AIPA w/o persistence,30,2,0.16666666666666666,0.0,0.16666666666666666,0.0,0.07641478227331522,0.0047193589852729464,0.04909391534391534,0.007109788359788361,0.35,0.016666666666666663,0.35,0.016666666666666663,0.1230563295296718,0.002202701220092161,0.06205558158731533,0.007282210250476505
3,AIPA (rule policy),30,2,0.18333333333333335,0.016666666666666677,0.18333333333333335,0.016666666666666677,0.07832379056594496,0.011393513208120244,0.046296296296296294,0.008703703703703703,0.31666666666666665,0.016666666666666663,0.31666666666666665,0.016666666666666663,0.11021639820053686,0.011106416896400219,0.054123667010663915,0.008459178993234725
3,AIPA (full),30,2,0.16666666666666666,0.0,0.16666666666666666,0.0,0.07641478227331522,0.0047193589852729464,0.04909391534391534,0.007109788359788361,0.35,0.016666666666666663,0.35,0.016666666666666663,0.1230563295296718,0.002202701220092161,0.06205558158731533,0.007282210250476505
